title,start_date,price,product_type,duration,course_url,provider,description,learning_outcomes,who_should_attend
Executive Leadership Programme,,,Milestone,192h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=MS-P11ELP&LastEntry=,Civil Service College (CSC),"(Do note that MSELP10 was the previous code for this programme)

The Executive Leadership Programme (ELP) is a 5-week full-time leadership milestone programme for senior leaders in the Public Service, including Director-Generals, Senior Directors and Divisional Directors in Ministries, as well as Deputy Chief Executives and Assistant Chief Executives of Statutory Boards.

The programme comprises various governance, policy, and leadership-related sessions conducted locally and overseas study trips.","The ELP is designed to support learners in: 

Developing strategies to lead in response to key shifts in our operating context;
Growing the ability to drive and sustain innovation and transformation; 
Building a leadership community for professional and emotional support, as well as effective Whole-of-Government collaboration; and 
Evaluating how they lead by example, as well as inspire trust and a sense of purpose in their teams.","Senior Leaders in the Public Service, including Director-Generals, Senior Directors and Divisional Directors in Ministries, as well as Deputy Chief Executives and Assistant Chief Executives of Statutory Boards."
Empowering Teams through Psychological Safety,17 Jul 2026,$910.15,Classroom,8h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P21ETPS&LastEntry=,Civil Service College (CSC),"(Do note that CRETPS was the previous code for this programme)

When leaders in the public service face increasing demands to achieve more with fewer resources, have you considered how cultivating a culture of psychological safety can elevate your leadership effectiveness? Imagine leading a team where every member feels safe to voice concerns, share insights, and propose ideas without fear of negative consequences. This environment ensures you hear all perspectives and tap into collective wisdom, especially amidst uncertainty and complex challenges. 

Yet, embedding this culture can be challenging, as leaders come up against established cultural norms, behaviours, assumptions and values that may discourage open dialogue. 

Join us for a dynamic workshop focused on cultivating this critical culture within your teams. Through immersive role-plays, interactive case scenarios, and collaborative discussions, you will explore the psychological and systemic foundations of safety, reflect on y","Reflect on your leadership style and understand how your actions and behaviours can matter to the psychological safety of your team.
Create actionable strategies to foster an inclusive environment that encourages open dialogue and collaboration, boosting team effectiveness and performance.","You are an Assistant Director, Deputy Director, or Director seeking to enhance your impact by fostering a culture of psychological safety that drives team performance and innovation."
Designing Employee Experience for HR Practitioners,17 Sep 2026,"$1,144.50",Classroom,16h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11EEX&LastEntry=,Civil Service College (CSC),"(Do note that CREEXDT was the previous code for this programme)

Having a strong employer brand alone is not enough when it comes to attracting and retaining talent. The right employee experience strategy also plays a part. How can you as an HR practitioner design employee experiences to better attract talents, retain top performers, and develop them to be high performing employees?

Through this 2-day programme, you will be given tools and strategies to design the employee experience journey in your agency amidst public sector transformation.","Describe employee experience and how it relates to the employee life-cycle
Use the Design Thinking approach in designing employee experience
Identify HR functions and processes that influence employee experience
Ideate and develop solutions to improve employee experience
Develop a stakeholder engagement plan",You are an HR practitioner interested in designing the Employee Experience (EX) for your agency.
Building your Learning Agility for Career Fitness,07 Oct 2026,$0.00,Classroom,8h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P21DYLA&LastEntry=,Civil Service College (CSC),"(Do note that CRDLA01 was the previous code for this programme)

Learning Agility has been identified as one of the most fundamental skills one needs in order to learn other skills by the World Economic Forum, McKinsey, and SkillsFuture. This is because:  

We are solving more complex and new problems with no precedence or Standard Operating Procedures (SOPs).
Innovative solutions often come at the intersection of different areas of expertise.
Unforeseen changes in the operating environment may cause your job role to change completely, requiring you to pick up and adapt quickly.  

Research shows that people with high learning agility: 

Have wider areas of skills, expertise and interests.
Are more insightful and multi-disciplinary in perspectives.
Thrive in novel situations with no prior SOPs or answers, because they are good at finding answers to new questions.
Are happier, more engaged, and successful, and they also have more career options.

In this programme, learn how you can be ","Learn research-based learning strategies to accelerate your learning process
Understand your personalised Learning Agility Profile™; your motivation, attitudes, process and workplace conditions
Identify the future skills that leverage your experience and strengths for career success
Motivate yourself and create routines for learning consistency
Transfer learning to application and impact at work",You are a Senior Officer looking to improve your learning capabilities and strategies to accelerate mastery in diverse skills to gain career and personal success.
Directors' Developmental Experience,16 May 2025,,Milestone,164h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=MS-P11DDE&LastEntry=,Civil Service College (CSC),"(Do note that MSDDE was the previous code for this programme)

The Directors’ Developmental Experience (DDE) aims to help prepare first-time first-year Directors for the leadership responsibilities and expectations of being leaders in the Public Service. Aligned with the Director Leadership Competency Framework, the DDE is designed to equip you with the key capabilities to successfully navigate your transition into this expanded leadership role.","Through the DDE, you will:

 

Gain an appreciation of your role in context and what this means for your leadership
Acquire practical insights and skills to support your transition into directorship and to enhance your effectiveness in leading yourself, teams and organisation
Establish a strong peer network for professional and emotional support
Expand your capacity to lead as part of the Public Service Leadership Corps","You are a Singapore Public Officer who has taken on a Director role in the Public Service for the first time within the last one year. You lead a department/division and are part of your agency’s senior management team. 
 

Depending on your agency, you may be of Grade MX10 to 9 or equivalent."
Design Leadership,07 Oct 2026,"$3,466.20",Classroom,16h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-M41DLED&LastEntry=,Civil Service College (CSC),"(Do note that CRDLEAD was the previous code for this programme)

Leaders are not born. They are made. Great leaders lead not by chance; they design. 

The public sector is surrounded by a complex, dynamic and ambiguous future, and a new breed of public sector leaders can help to lead the public service with empathy, creativity, collaboration and agility.

Learning from the qualities of great design leaders, the Design Leadership Programme prepares leaders in the public service with the strategies, leadership behaviours and mindsets to lead their teams as they shape and design innovative solutions, policies and services to tackle the wicked problems of the 21st century. 

Modelled after design leadership principles, leaders will learn the four pillars of good public sector design leadership 1) networked leadership; 2) empathetic leadership; 3) creative leadership and 4) adaptive leadership that will prepare them to turn challenges into opportunities, nimbleness and creative confidence t","Learning outcomes:

Explore and investigate public sector leaders' inhibitions in creatively leading change and solving wicked problems.
Learn how to explore perspectives and shape opportunities for change in a complex situation and network of players to achieve shared outcomes and success
Gain how to listen first, tap on your senses, acquire alliances and find the shared purpose to co-create solutions, identify insights and deeper issues with your team and stakeholders
Learn the leadership behaviours to foster creative and innovative and practical creative rituals that will empower your team and others with the creative courage and confidence to develop innovative solutions
Explore adaptive leadership principles and mindsets that will boost your readiness to act, lead experiments, and manage change when faced with ambiguity and complexity with agility, openness and optimism.",Public Service leaders (Deputy Directors and above) who are keen to lead creatively and support their organisations on their transformation journey.
Delivering a Great Customer Experience by World Class Benchmarking,,$147.15,Digital Learning (Pay-per-use),1h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=DLP-E11DCE&LastEntry=,Civil Service College (CSC),"(Do note that ELDCE13 was the previous code for this programme)

Discover the “behind-the-scenes” secrets of legendary organisations who successfully deliver compelling experiences for both their customers and employees. With these practical tools, you can use existing resources to go beyond just products and services to create an engaging experience that sets you apart as different and better. Be inspired by the best practices of world class public and private sector organisations' experience in delivering a great customer experience by using the '6P' Framework of 'Promise', 'People', 'Place', Processes', Products' and 'Price'. 

Whoever your team serves, the interactive exercises in this course will provide solutions to transform your employee and customer experience and lead to successfully accomplishing your organisational goals and mission.

 

[COMPLIMENTARY MODULE] EXCELLENCE AND YOU

This module provides an important overview of how leadership excellence, employee engagement, a","Apply the '6P' Service Netting Framework to go beyond just products and services to create an engaging experience that sets you apart as different and better
Understand the best practices in implementing '6Ps' of:
Promise - What are you offering in terms of your vision and values? Is what you are delivering living up to what you promise?
People - How are your human resources delivering excellence on the front line and to those who deliver on the front line?
Place - Physically and virtually, how can you provide the right setting for a superior experience.
Processes - What are the policies, procedures and rules that make it easier for customers and employees to do business with you.
Products - What can you do to deliver great products and services to those you are creating a superior experience to?
Price - What is the tangible and intangible cost of doing business with you. How do you make sure that you deliver a great experience through your People, Place, Processes and Products to ensu",You are a Singapore Public Officer who needs to deliver excellence for both external & internal customers (workforce).
Delivering Municipal Services 101,,$119.90,Digital Learning (Pay-per-use),1.5h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=DLP-E11DMS&LastEntry=,Civil Service College (CSC),"(Do note that ELELDMS was the previous code for this programme)

“How might we work together as OneService to better serve our citizens?”

As a frontline officer in the municipal services sector, you play an important role in managing citizens' feedback in your daily work. Do you want to understand how you can make better use of the Municipal Reference Guide (MRG) and the other resources available to help address citizens’ needs better? 

At the end of the learning, you will be better equipped to employ the useful protocols and tools to resolve citizens’ feedback. You will also understand the importance of working collaboratively for issues that straddle multiple agencies.","Recognise the roles and responsibilities of agencies in the municipal sector
Identify the tools that would be useful to resolve inter-agency issues",You are a frontline officer from one of MSO’s OneService partner agencies.
Delivering What Customers Value by World Class Benchmarking,,$147.15,Digital Learning (Pay-per-use),1h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=DLP-E11DCV&LastEntry=,Civil Service College (CSC),"(Do note that ELDCV13 was the previous code for this programme)

World class organisations achieve success based on a foundation of culture-driven guidelines that result in superior operational consistency, workforce unification, and continuous improvements. 

This proven framework introduces concepts that allow the entire organisation to share a common direction and standards of behaviour that translate to consistently high levels of efficiencies as well as increased employee/customer engagement.

Through this programme, you will discover examples and case studies with practical tools used by leading public and private sector organisations that look at developing a compelling:

Vision - This is where you want to be as an organisation. As a tool, your vision should be a compelling articulation that inspires your workforce and points everyone in the same direction.
Values - this is a declaration of what you believe matters most to your customers. They underscore the foundation of your o","Apply concepts to build a common direction and standards of behaviour that translate to consistently high levels of efficiencies as well as increased employee/customer engagement
Gain insights into practical tools used by leading public sector and private sector organisations that look at developing a compelling Service Vision, Values and Behaviours","You are a Service manager who wants to work with your teams to build a solid operational strategy for delivering a consistently superior customer experience.

$147.15/ participant
Including 9% GST of $12.15
Fees & Grants Details
Product Type
Digital Learning (Pay-per-use)
Duration
1h 
Provided By
Civil Service College (CSC)
Domain 
•
Service Delivery
•
Our Core Competencies
Target Audience
Middle Management
Senior Officer
Manager
Support Officer
LEARN
Contact Us
Reach.gov.sg
Report Vulnerability
Privacy Statement
Terms of Use
© 2026 Civil Service College.
Last Updated 18 June 2026
A Singapore Government Agency Website
How to identify
Log In
Public Service Learning Fest 2026​

Public Service Learning Fest 2026 brings learning to life with keynotes, workshops, webinars, learning journeys, and curated LEARN resources. Dive in to level up your AI and innovation skills this July.​ Explore More

1/1
About"
Data-driven decision making and culture – An overview for Public Service Leaders,04 Sep 2026,$30,Classroom,8h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11DDMC&LastEntry=,Civil Service College (CSC),"(Do note that CRDMA10 was the previous code for this programme)

Analytics has been growing in popularity over the past decade,and many organisations saw it as THE competitive advantage for the future. So much so that organisations have invested heavily into building such capabilities, including investing intechnology, training staff in analytics, and hiring analytics talent.

However, many continue to struggle to realise sustainable value from analytics. A 2019 survey of 65 Fortune 1000 companies revealed that while leaders recognised the value of analytics for their organisations, they faced challenges in analytics adoption and realising many of the promised outcomes due to:

Lack of organisation alignment
Cultural resistance - not committed to making decisions or changes based on data
Understanding of how to strategically deploy analytics
Lack of leadership support - unclear of the role they should/could play in analytics

 

This 1-day programme aims to help you better appreciate w","Understand what analytics is and how it creates value in organisations
Appreciate the analytics process and how it is deployed to support informed decision making, and the role that leaders and organisation culture play in the value chain
Appreciate when and how to deploy analytics under different situations, and when not to
Understand the key ingredients to building sustainable analytics capabilities and culture
Assess the state of analytics maturity and identify key steps that could be deployed to advance the analytics agenda in your respective organisations",You are a Singapore Public Officer in a senior management (Director and above) role. You are keen to find out how data analytics can support organisational decision-making.
Dealing with Public Sector Internal Controls,02 Sep 2026,$501.40,Classroom,11h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11PSIC&LastEntry=,Civil Service College (CSC),"(Do note that CRICF10 was the previous code for this programme)

How can we work better with our Compliance team, Internal Audit and external auditors to implement internal controls?




Learn about various internal controls and enhance your ability to help your organisation meet regulatory obligations and achieve its objectives. With a broader understanding of internal controls, you will be able to better manage exceptions and respond to dynamic and challenging circumstances.","Describe internal control concepts and the importance of internal controls
Explain how good controls are necessary for a public agency to carry out its mission
Explain the integral part you play in ensuring effective controls over financial operations, compliance to law and regulations
Describe how to implement internal controls within existing processes
Identify control risk areas and manage exceptions","You are a Singapore Public Officer interested in how basic internal controls could improve your work and organisation's processes. You will find this programme especially useful if you are new to Finance, Procurement and Internal Audit."
Data Analysis with Python,12 Aug 2026,$130.80,Classroom,17.5h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11DAPY&LastEntry=,Civil Service College (CSC),"(Do note that CRDPY10 was the previous code for this programme)

As a data practitioner, picking up ways to complete your data analysis quicker helps you to work smarter and more efficiently. Cue in Python, the most popular programming language for data science according to the June 2023 TIOBE index. This versatile, general-purpose language is widely used for data cleaning, analysis & visualisation, with many existing libraries that you can tap on instead of coding from scratch.




Through hands-on activities and guided resources in this programme*, discover how to simplify your data science workflow with Python programming and pick up its different methods to clean, prepare, analyse and visualise data.




*This programme is suitable for officers in data analytics or data science fields who need to perform statistical analysis on large datasets.","Apply data manipulation and cleansing using Python, assessing the impact of data cleaning on analysis
Evaluate common datasets, detect & identify imperfect data
Guide & facilitate in manipulating and cleansing data for informed business decisions
Utilise Python to create data visualisations, convey insights & provide actionable recommendations
Evaluate the purpose & limitations of basic descriptive measurements (mean, median, mode, standard deviation) for decision making","You are a Singapore Public Officer who is keen to pick up Python programming language to perform data analysis. If you are curious about Python programming or would like a refresher of your dormant programming knowledge, you may be interested in attending our introductory Python programming course 'Introduction to Python Programming' (CRIPP10)."
Crucial Conversations® Focused For Officers,03 Sep 2026,"$1,253.50",Classroom,8h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11CCO&LastEntry=,Civil Service College (CSC),"(Do note that CRCCO10 was the previous code for this programme)

Crucial Conversations® Focused is a customised version of the Crucial Conversations® programme designed specifically for officers without a supervisory role in the Public Service.

If you are an individual contributor who wants to speak more candidly to your peers and Reporting Officers to achieve the results that you want without hurting relationships, this programme is for you.

The programme will cover a subset of the Crucial Conversations model. You will learn the necessary crucial skills to stay in respectful dialogue even when you are angry, sad, or hurt, in order to preserve the relationship with those you are speaking to.","Speak up more candidly to your supervisors and peers when faced with challenges at the workplace – e.g., being unable to handle the workload, perceived unfair treatment, dissatisfaction with peers’ work and behavior, etc. 
Approach difficult and sensitive topics in a more respectful and productive manner while maintaining amicable working relationships with peers, supervisors and department heads
Contribute to the creation of an open, candid and more innovative culture within your teams and the entire organisation",You are an individual contributor in the Singapore Public Service with no supervisory role.
Cost Benefit Analysis Workshop for Beginners,,,Classroom,16h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11CBAW&LastEntry=,Civil Service College (CSC),"(Do note that CRCBAFC was the previous code for this programme)

This is a foundation programme for officers who want an overview of key introductory economic concepts and their application to Cost-Benefit Analysis, a structured and quantitative method, to determine whether a proposed policy has net positive or negative impacts on society.","Examine the key introductory economic concepts in CBA and how they can be applied in policy work.
Identify different stakeholder groups that could be affected by a proposed policy.
Describe different methods for measuring and quantifying monetary and non-monetary costs and benefits, including those that are intangible.
Examine the concepts of sensitivity and risk analysis, and how they can improve the robustness of CBA.
Recognise the limitations and the appropriate role of CBA in the policy process.
Illustrate the CBA process through case studies and Excel-based exercises.","You are a Singapore Public Officer involved in policymaking, policy analysis, budgeting, or project management and approval. This programme is especially relevant for officers with at least two years of work experience, prior knowledge of A-level economics and Excel calculations and operations. (Knowledge of macros, complex functions and add-ins is not required.)"
Creating Impact Using Photos and Videos,17 Aug 2026,"$2,267.20",Classroom,27h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11CIPV&LastEntry=,Civil Service College (CSC),"(Do note that CRCPV10 was the previous code for this programme)

This 3-day workshop delves into the techniques of creating compelling online content for digital communications. You will gain a deeper understanding of the production process and acquire essential skills in mobile photography and videography to produce engaging visual stories. The class will also focus on event coverage for social media sharing.","• Apply visual storytelling techniques to communicate ideas and messages to target audience

• Apply principles of photography and videography to create content for social media posting and event coverage

• Develop a simple storyboard for video production

• Produce simple scripts for different online content

• Demonstrate mobile editing software skills for photos and videos

• Create a pitch deck, including plans for pre-production, shooting, and post-production",You are a Singapore Public Officer involved in your organisation's communication work and are responsible for creating and curating your organisation’s digital content.
Crisis Communications,29 Jul 2026,"$1,122.70",Classroom,16h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11CC&LastEntry=,Civil Service College (CSC),"(Do note that CRCCC10 was the previous code for this programme)

Managing communications during a crisis is vital to preventing chaos and ensuring public safety and security. Timely and accurate communications is also important to maintain the people's trust in the government and ensuring the stability of the country. As the impact of a crisis is usually far reaching and may impact health, social, economic and security sectors, it is important for a coordinated whole-of-government approach to crisis communications.","1.1: Develop a crisis communications plan  – Six step plan

1.2: Propose communication platforms, activities and timelines for different crisis scenarios

1.3: Prepare drawer responses to ensure agency’s readiness in managing communications in a crisis



2.1: Coordinate with relevant agencies during the implementation of crisis communications plans

2.2: Provide situational picture of the crisis and implications for communications during a crisis

2.3: Manage media and online media



3.1: Identify events and activities post crisis e.g COI report or outcome of investigation, Parliamentary questions

3.2: Prepare responses to regain public trust and confidence",Singapore Public Officers with 1 to 3 years of experience in government communications departments and who are involved in developing and executing crisis communications plan.
Compliance and Enforcement Middle Managers Programme,28 Oct 2026,"$1,645.90",Classroom,25h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P21CEMP&LastEntry=,Civil Service College (CSC),"(Do note that CRCEMMP was the previous code for this programme)

This 3-day executive programme aims to equip compliance and enforcement middle managers with critical compliance and enforcement knowledge and skills to lead and drive regulatory changes. It delves into the regulatory landscape, providing a systems overview by exploring the spectrum of regulatory functions. You will gain strategic and practical insights into differentiated compliance and enforcement strategies, fostering a nuanced approach to regulatory challenges. Stakeholder engagement takes centre stage as we examine effective communication strategies, ensuring you are equipped to act in the public interest and navigate diverse relationships crucial to successful regulatory outcomes. You will also be empowered with the know-how to drive effective strategic changes.

Through interactive group exercises, real-world case studies, and role-playing scenarios, you will hone your leadership skills, making informed decisions i","At the end of the programme, you will develop an understanding of the following:


Effective Regulatory Competence:
Acquire a keen understanding of the regulatory ecosystem, applying insights to improve interconnectivity and stakeholder dynamics.


Implementing Compliance Strategies & Enabling Robust Enforcements:
Apply the 6 levers from the Strategic Compliance Toolkit, enabling effective decision-making and adaptation to diverse regulatory scenarios.


Effective Stakeholder Engagement:
Demonstrate communication skills to engage stakeholders, ensuring collaborative relationships and alignment with organisational objectives.


Change Management Expertise:
Implement and develop strategic transformation within regulatory domains, anticipating challenges and enabling successful implementation.


Effective Leadership Models:
Develop leadership capabilities specific to middle management roles, guide teams and organisations through dynamic and evolving landscapes.","This programme is for compliance and enforcement middle managers (e.g. Supervisors, Managers, and Assistant Directors) with at least 3 years of supervisory experience."
Coaching Skills for Authentic Conversation (Fundamental),01 Sep 2026,"$1,994.70",Classroom,20h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P21CSAC&LastEntry=,Civil Service College (CSC),"(Do note that CRCTC10 was the previous code for this programme)

Interested to apply coaching at your workplace? This programme is designed for managers and directors responsible for engaging and developing individuals and teams within the organisation. No prior experience in coaching is required.




Learn and practise fundamental coaching skills in this in-person programme, where you will appreciate the power of coaching conversations and adopt a coaching mindset in developing individuals and teams. Besides becoming more familiar with the GROW model in coaching, you will also gain confidence in applying your coaching skills across different contexts. 




Your learning doesn't stop when the programme ends. You will be supported via a small group coaching supervision session post-programme, where you can discuss challenges relating to the application of coaching skills at work.","Adopt a coaching mindset and develop your fundamental coaching skills
Apply a range of coaching skills and tools to coach team members
Develop confidence and capability to apply your coaching skills in various contexts
Deepen your awareness of your personal styles and preferences as a coaching manager, in order to integrate coaching as part of your authentic leadership style",You are responsible for engaging and developing individuals and teams within your organisation. No prior experience in coaching is required.
Communicating Towards Effective Relationships Through Transactional Analysis,26 Oct 2026,$806.60,Classroom,16h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11TA&LastEntry=,Civil Service College (CSC),"(Do note that CRTA101 was the previous code for this programme)

A theory of communication applicable to a range of personal, professional and social contexts, Transactional Analysis (TA) provides a systematic approach to understanding the links between human needs and behaviours.

It will also make you effective in solving problems your organisation faces and in serving your customers. In this programme, you will undergo psychological profiling to understand your own communication style, thus increasing your effectiveness in communicating with the people around you.

Certification: You will receive a TA101 Certificate -equivalent to a US introductory university course - issued by the Training and Certification Council of Transactional Analysts, Inc. [ITAA (US), WPATA (Aust), ITA (UK), EATA (Europe)]. This certificate will be useful if you wish to obtain further academic qualifications in this field. 90% attendance is necessary for you to be given the certificate.","Interact more effectively with your customers, peers, subordinates, superiors and significant other
Create win-win relationships
Seek solutions to service and people problems",You are a Singapore Public Officer who wants to improve your interpersonal communication skills.
Building the Agile Organisation,,$332.45,Digital Learning (Pay-per-use),25h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=DLP-E11BAO&LastEntry=,Civil Service College (CSC),"(Do note that ELELBAO was the previous code for this programme)

The Singapore Public Service is at a key turning point in designing organisations that are fit for the future of work, workplace, and workforce. Today, there are many known and unknown factors that influence the operational effectiveness and long-term direction of the Singapore Public Service. Our opportunity, in this context, is not just to be good at change, but to thrive.

Agility can be viewed as a psychological capacity that individuals, teams, and whole organisations, can demonstrate to manage complexity, and bring about transformation. The programme does not provide a single-size-fits-all method but rather a framework within a guided learning experience, which offers practical tools and concepts you can apply to your own situation.","Understand the key challenges senior leaders face leading in times of volatility, uncertainty, complexity and ambiguity​
Learn the core elements of an agile organisation and how it can be applied to your organisation​
Examine your organisation’s strategy and the role agility plays ​
Improve your ability to work with systemic change processes​
Acquire skills to develop individuals, teams and organisations in a way that works for an era of disruption","You are an OD Practitioner, change agent in your organisation or a senior leader who is responsible for setting and implementing the strategic direction for your teams and organisation."
Building a Successful Data Strategy for your Organisation,09 Oct 2026,$30,Classroom,8h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11BSDS&LastEntry=,Civil Service College (CSC),"(Do note that CRDSG10 was the previous code for this programme)

Over the past decade, analytics has become increasingly popular and many organisations see it as a competitive advantage for the future. That is why many have invested heavily in building analytics capabilities. However, as the name suggests, without data, there is no analytics. That is why investing in databases, data lakes, data management tools, and related technology is often the first step organisations take towards data analytics. Unfortunately, many organisations struggle to realise sustainable value from their investments and analytics due to a few common challenges:
Poor understanding of the analytics value chain and the role of data
Misunderstanding the purpose and scope of a data strategy
More data and a bigger budget don't always mean better return on analytics
Choosing between data security and data analytics is unnecessary - you can have both
Deploying a data strategy that doesn't align with the organisation","Appreciate the role that data plays in Organisation Strategy
Synthesise the key elements of the organisation’s strategic framework to build an effective data strategy
Recognise the key components of a data strategy and their interrelationships
Identify strategic master data required to support the organisation's strategy, and develop strategies to acquire, process, and distribute the data effectively
Establish key components to build effective Data Governance in organisations
Appreciate how data analytics process is deployed to support Organisation Strategy","You are a Singapore Public Officer in a management (Assistant Director and above) role. You are keen to create, develop and execute a data strategy using a more structured approach for your data analytics journey."
Building Positive Relationships Through Effective Conversational Skills,,,Classroom,16h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11BECS&LastEntry=,Civil Service College (CSC),"(Do note that CRECS12 was the previous code for this programme)

Having a great conversation is something many people enjoy. The ability to converse and connect well helps you develop positive relationships with people. While you may not naturally be a great conversationalist, you can become one by acquiring useful conversational skills and techniques. This highly interactive course will teach you techniques to converse effectively with people and build positive relationships with them. You will also learn how to manage difficult people using suitable conversational techniques.","Identify your personal communication blocks and apply the conversational techniques to improve your conversational skills
Display confidence in making small talk with strangers and connecting with them in the first five minutes
List the difficulties that you will encounter in any communication situation and use the dialogue model to effectively manage them",You are a Singapore Public Officer who wants to improve your interpersonal communication skills.
Building Team Resiliency For Enforcement,21 Oct 2026,$817.50,Classroom,16h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11BTRE&LastEntry=,Civil Service College (CSC),"As an enforcement supervisor, it is crucial to be a role model for resilience. This is the first step towards guiding and empowering your team members to be calm and alert under pressure. It also helps in building a resilient team culture.

In this programme, you will be equipped with the skills to support your team in managing their emotions, develop a supportive team culture and coach your team to cope with difficult situations and experiences.","Strengthen your resilience in managing change, crises and difficult emotions
Prepare mentally for negative scenarios
Demonstrate calmness when responding to stressful situations
Role model what it means to be a resilient individual
Understand and support your team in managing stress
Create a supportive culture to help your team members manage and recover from stress","You are a supervisor in the Singapore Public Service, involved in Enforcement Operations/Policy/Regulation."
AI for Management,25 Feb 2027,$822.95,Classroom,8h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11AIM&LastEntry=,Civil Service College (CSC),"(Do note that CRAIM10 was the previous code for this programme)

Artificial Intelligence (AI) and Machine Learning (ML) are transforming how we work, play and live. Many organisations are exploring ways to introduce and deploy AI in their businesses, but many face challenges implementing it. This could be due to a lack of understanding of how AI can be strategically deployed, lack of organisation alignment and culture, and leaders who are unsure of the role they could play.

This 1-day programme is designed for participants in leadership roles to gain an appreciation of what AI is, and the possibilities and limitations of AI. You will also explore how AI can affect the development and execution of strategy in organisations, and the role you could play in this journey. You will also explore ethical considerations when adopting AI.","Develop a basic understanding of what Artificial Intelligence (AI) and Machine Learning (ML) are, their possibilities and limitations
Appreciate the state of AI maturity, its potential applications in both public and private sector
Appreciate when and how to deploy AI under different situations, and when not to
Understand the AI lifecycle management
Recognise the role that leaders and organisations play in building an AI-ready culture and mindset
Appreciate how AI fits into the organisation's overall digital transformation efforts","You are a Singapore Public Officer in a middle management (Deputy Director and above) role. You are keen to explore how AI can affect the development and execution of strategy in organisations, and the role you could play in this journey. You will also explore ethical considerations when adopting AI."
Applied Change Management: Prosci® Change Management Certification Programme,21 Jul 2026,"$5,232.00",Classroom,27h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11ACM&LastEntry=,Civil Service College (CSC),"(Do note that CRACM01 was the previous code for this programme)

Faced with a rapidly changing environment and growing citizen expectations, organisations in the Public Service are increasingly required to respond by implementing change initiatives which can range from the introduction of new work processes or systems to organisational transformation. While some of these initiatives have found success, there are likely many others that have not. This can be attributed to the lack of attention paid to securing acceptance of change by affected stakeholders.

What can we do as OD practitioners to improve the effectiveness of the change initiatives? How should we structure the management of these initiatives for success? What systematic approaches can we adopt to manage the human side of change? What can we do to foster the acceptance of change by the affected stakeholders?

Programme Methodology: This 3-day programme is designed to be practice-oriented and includes a simulation experience","Build the business case for effective change management in your organisation
Develop a change management strategy and plan for your project
Apply the ADKAR™ Model in helping managers and supervisors effectively manage the people side of change
Apply Prosci’s® change management methodology, tools and templates to an actual project from your organisation",You are an OD practitioner or a member of a change project team involved in implementing change management efforts in your organisation.
A Public Officer’s Programme Evaluation Journey,,,Classroom,24h,https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CR-P11PEJD&LastEntry=,Civil Service College (CSC),"(Do note that CRPJE14 was the previous code for this programme)

Conducting evaluations allows us to know if our policies or programmes have achieved their goals, and whether the objectives and interventions need to be further adjusted. Through this programme, you will learn how to design and manage a programme evaluation, as well as the basic tools needed to plan, carry out and use evaluation on the ground.","Explain the purposes of programme evaluation, types of programme evaluation, and the core standards of evaluation
Develop a Theory of Change for a policy/programme to articulate how a policy/programme leads to its desired outcomes
Discuss the use of Logic Model to articulate how a policy/programme leads to its desired outcomes  
Practise “SMART” principles when setting indicators for a policy/programme
Describe practical methods for data collection and analysis
Evaluate different study designs (e.g. pre-post / developing suitable proxies) to identify the most suitable design for an evaluation plan, given stakeholder needs and practical constraints
Formulate a realistic evaluation plan for execution",Public Officers who are interested to find out how evaluations can help them improve their programmes.
